"ensembl_gene_id","hgnc_symbol","chromosome_name","start_position","end_position","strand"
"ENSG00000072952","IRAG1","11",10573091,10693988,-1
"ENSG00000072954","TMEM38A","19",16661139,16690023,1
"ENSG00000072958","AP1M1","19",16197854,16245906,1
"ENSG00000073008","PVR","19",44643798,44666162,1
"ENSG00000073050","XRCC1","19",43543311,43580473,-1
"ENSG00000073060","SCARB1","12",124776856,124882668,-1
"ENSG00000073111","MCM2","3",127598410,127622436,1
"ENSG00000073150","PANX2","22",50170731,50180295,1
"ENSG00000073169","SELENOO","22",50201011,50217616,1
"ENSG00000073331","ALPK1","4",112285509,112442621,1
"ENSG00000073350","LLGL2","17",75525080,75575209,1
"ENSG00000073417","PDE8A","15",84980440,85139145,1
"ENSG00000073464","CLCN4","X",10156975,10237660,1
"ENSG00000073536","NLE1","17",35128730,35142304,-1
"ENSG00000073578","SDHA","5",218303,257082,1
"ENSG00000073584","SMARCE1","17",40624962,40648654,-1
"ENSG00000073605","GSDMB","17",39904595,39919854,-1
"ENSG00000073614","KDM5A","12",280057,389320,-1
"ENSG00000073670","ADAM11","17",44758988,44781846,1
"ENSG00000073711","PPP2R3A","3",135965728,136147894,1
"ENSG00000073712","FERMT2","14",52857268,52952435,-1
"ENSG00000073756","PTGS2","1",186671791,186680922,-1
"ENSG00000073792","IGF2BP2","3",185643130,185825042,-1
"ENSG00000073803","MAP3K13","3",185282941,185489094,1
"ENSG00000073849","ST6GAL1","3",186930325,187078553,1
"ENSG00000073910","FRY","13",31846713,32299125,1
"ENSG00000073921","PICALM","11",85957175,86069882,-1
"ENSG00000073969","NSF","17",46590669,46757679,1
"ENSG00000074047","GLI2","2",120735623,120992653,1
"ENSG00000074054","CLASP1","2",121337776,121649476,-1
"ENSG00000074071","MRPS34","16",1771890,1773150,-1
"ENSG00000074181","NOTCH3","19",15159038,15200995,-1
"ENSG00000074201","CLNS1A","11",77514936,77637794,-1
"ENSG00000074211","PPP2R2C","4",6320578,6563600,-1
"ENSG00000074219","TEAD2","19",49340595,49362457,-1
"ENSG00000074266","EED","11",86201212,86278813,1
"ENSG00000074317","SNCB","5",176620082,176630556,-1
"ENSG00000074319","TSG101","11",18468336,18526951,-1
"ENSG00000074356","NCBP3","17",3802158,3846246,-1
"ENSG00000074370","ATP2A3","17",3923870,3964464,-1
"ENSG00000074410","CA12","15",63321378,63381846,-1
"ENSG00000074416","MGLL","3",127689062,128052190,-1
"ENSG00000074527","NTN4","12",95657807,95791189,-1
"ENSG00000074582","BCS1L","2",218658764,218663443,1
"ENSG00000074590","NUAK1","12",106063345,106138954,-1
"ENSG00000074603","DPP8","15",65442463,65517704,-1
"ENSG00000074621","SLC24A1","15",65611366,65660995,1
"ENSG00000074657","ZNF532","18",58862600,58986480,1
"ENSG00000074660","SCARF1","17",1633858,1645744,-1
"ENSG00000074695","LMAN1","18",59327823,59359265,-1
"ENSG00000074696","HACD3","15",65530418,65578349,1
"ENSG00000074706","IPCEF1","6",154154496,154356803,-1
"ENSG00000074755","ZZEF1","17",4004445,4143030,-1
"ENSG00000074800","ENO1","1",8861000,8879190,-1
"ENSG00000074842","MYDGF","19",4641374,4670362,-1
"ENSG00000074855","ANO8","19",17323223,17334855,-1
"ENSG00000074935","TUBE1","6",112070663,112087529,-1
"ENSG00000074964","ARHGEF10L","1",17539698,17697874,1
"ENSG00000075035","WSCD2","12",108129288,108250537,1
"ENSG00000075043","KCNQ2","20",63400208,63472677,-1
"ENSG00000075089","ACTR6","12",100199122,100241865,1
"ENSG00000075131","TIPIN","15",66336191,66386746,-1
"ENSG00000075142","SRI","7",88205115,88226993,-1
"ENSG00000075151","EIF4G3","1",20806292,21177285,-1
"ENSG00000075188","NUP37","12",102073103,102120120,-1
"ENSG00000075213","SEMA3A","7",83955777,84492724,-1
"ENSG00000075218","GTSE1","22",46296870,46330810,1
"ENSG00000075223","SEMA3C","7",80742538,80922359,-1
"ENSG00000075234","TTC38","22",46267961,46294008,1
"ENSG00000075239","ACAT1","11",108116695,108147603,1
"ENSG00000075240","GRAMD4","22",46576012,46679790,1
"ENSG00000075275","CELSR1","22",46360834,46537620,-1
"ENSG00000075290","WNT8B","10",100463009,100483744,1
"ENSG00000075292","ZNF638","2",71276561,71435069,1
"ENSG00000075303","SLC25A40","7",87833568,87876360,-1
"ENSG00000075336","TIMM21","18",74148523,74160531,1
"ENSG00000075340","ADD2","2",70607618,70768225,-1
"ENSG00000075388","FGF4","11",69771022,69775341,-1
"ENSG00000075391","RASAL2","1",178094104,178484147,1
"ENSG00000075399","VPS9D1","16",89707134,89720898,-1
"ENSG00000075407","ZNF37A","10",38094334,38150293,1
"ENSG00000075413","MARK3","14",103385377,103503831,1
"ENSG00000075415","SLC25A3","12",98593591,98606379,1
"ENSG00000075420","FNDC3B","3",172039578,172401669,1
"ENSG00000075426","FOSL2","2",28392448,28417317,1
"ENSG00000075461","CACNG4","17",66964707,67033398,1
"ENSG00000075539","FRYL","4",48497357,48780322,-1
"ENSG00000075568","TMEM131","2",97756333,97995948,-1
"ENSG00000075618","FSCN1","7",5592816,5606655,1
"ENSG00000075624","ACTB","7",5526409,5563902,-1
"ENSG00000075643","MOCOS","18",36187497,36272157,1
"ENSG00000075651","PLD1","3",171600404,171810950,-1
"ENSG00000075673","ATP12A","13",24680408,24712472,1
"ENSG00000075702","WDR62","19",36054649,36105108,1
"ENSG00000075711","DLG1","3",197042560,197299330,-1
"ENSG00000075785","RAB7A","3",128693669,128825942,1
"ENSG00000075790","BCAP29","7",107580246,107629170,1
"ENSG00000075826","SEC31B","10",100486646,100519864,-1
"ENSG00000075856","SART3","12",108522214,108561400,-1
"ENSG00000075884","ARHGAP15","2",143091362,143768352,1
"ENSG00000075891","PAX2","10",100735396,100829944,1
"ENSG00000075914","EXOSC7","3",44975241,45036066,1
"ENSG00000075945","KIFAP3","1",169921326,170085208,-1
"ENSG00000075975","MKRN2","3",12557057,12586208,1
"ENSG00000076003","MCM6","2",135839626,135876443,-1
"ENSG00000076043","REXO2","11",114439435,114450279,1
"ENSG00000076053","RBM7","11",114400030,114414203,1
"ENSG00000076067","RBMS2","12",56521820,56596193,1
"ENSG00000076108","BAZ2A","12",56595596,56636816,-1
"ENSG00000076201","PTPN23","3",47381011,47413435,1
"ENSG00000076242","MLH1","3",36993350,37050846,1
"ENSG00000076248","UNG","12",109097597,109126725,1
"ENSG00000076258","FMO4","1",171314183,171342084,1
"ENSG00000076321","KLHL20","1",173714941,173786692,1
"ENSG00000076344","RGS11","16",268301,275980,-1
"ENSG00000076351","SLC46A1","17",28394642,28407197,-1
"ENSG00000076356","PLXNA2","1",208022242,208244384,-1
"ENSG00000076382","SPAG5","17",28577565,28599025,-1
"ENSG00000076513","ANKRD13A","12",109999186,110039763,1
"ENSG00000076554","TPD52","8",80034745,80231232,-1
"ENSG00000076555","ACACB","12",109116587,109268226,1
"ENSG00000076604","TRAF4","17",28744011,28750956,1
"ENSG00000076641","PAG1","8",80967810,81112068,-1
"ENSG00000076650","GPATCH1","19",33080899,33130542,1
"ENSG00000076662","ICAM3","19",10333776,10339661,-1
"ENSG00000076685","NT5C2","10",103087185,103277605,-1
"ENSG00000076706","MCAM","11",119308529,119321521,-1
"ENSG00000076716","GPC4","X",133300103,133415489,-1
"ENSG00000076770","MBNL3","X",132369320,132489968,-1
"ENSG00000076826","CAMSAP3","19",7595863,7618304,1
"ENSG00000076864","RAP1GAP","1",21596221,21669357,-1
"ENSG00000076924","XAB2","19",7619525,7629545,-1
"ENSG00000076928","ARHGEF1","19",41883173,41930150,1
"ENSG00000076944","STXBP2","19",7636772,7647873,1
"ENSG00000076984","MAP2K7","19",7903843,7914478,1
"ENSG00000077009","NMRK2","19",3933069,3942416,1
"ENSG00000077044","DGKD","2",233354494,233472104,1
"ENSG00000077063","CTTNBP2","7",117710651,117874139,-1
"ENSG00000077080","ACTL6B","7",100643097,100656448,-1
"ENSG00000077092","RARB","3",24687887,25597932,1
"ENSG00000077097","TOP2B","3",25597978,25664909,-1
"ENSG00000077147","TM9SF3","10",96518110,96587452,-1
"ENSG00000077150","NFKB2","10",102394110,102402524,1
"ENSG00000077152","UBE2T","1",202331544,202341984,-1
"ENSG00000077157","PPP1R12B","1",202348699,202592706,1
"ENSG00000077232","DNAJC10","2",182716255,182794464,1
"ENSG00000077235","GTF3C1","16",27459555,27549913,-1
"ENSG00000077238","IL4R","16",27313668,27364778,1
"ENSG00000077254","USP33","1",77695987,77759852,-1
"ENSG00000077264","PAK3","X",110944285,111227361,1
"ENSG00000077274","CAPN6","X",111245099,111270483,-1
"ENSG00000077279","DCX","X",111293779,111412429,-1
"ENSG00000077312","SNRPA","19",40750637,40765389,1
"ENSG00000077327","SPAG6","10",22345445,22454224,1
"ENSG00000077348","EXOSC5","19",41386371,41397362,-1
"ENSG00000077380","DYNC1I2","2",171687409,171750158,1
"ENSG00000077454","LRCH4","7",100574011,100586129,-1
"ENSG00000077458","FAM76B","11",95768953,95790409,-1
"ENSG00000077463","SIRT6","19",4174109,4182566,-1
"ENSG00000077514","POLD3","11",74493851,74669117,1
"ENSG00000077522","ACTN2","1",236664141,236764631,1
"ENSG00000077549","CAPZB","1",19338775,19485539,-1
"ENSG00000077585","GPR137B","1",236142505,236221865,1
"ENSG00000077616","NAALAD2","11",90131515,90192894,1
"ENSG00000077684","JADE1","4",128809700,128875224,1
"ENSG00000077713","SLC25A43","X",119399336,119454478,1
"ENSG00000077721","UBE2A","X",119474802,119591083,1
"ENSG00000077782","FGFR1","8",38400215,38468834,-1
"ENSG00000077942","FBLN1","22",45502238,45601135,1
"ENSG00000077943","ITGA8","10",15513954,15719922,-1
"ENSG00000078018","MAP2","2",209424047,209734147,1
"ENSG00000078043","PIAS2","18",46803218,46920160,-1
"ENSG00000078053","AMPH","7",38383704,38631420,-1
"ENSG00000078061","ARAF","X",47561205,47571908,1
"ENSG00000078070","MCCC1","3",183015218,183116075,-1
"ENSG00000078081","LAMP3","3",183122215,183163839,-1
"ENSG00000078098","FAP","2",162170684,162245151,-1
"ENSG00000078114","NEBL","10",20779973,21293011,-1
"ENSG00000078124","ACER3","11",76860859,77026797,1
"ENSG00000078140","UBE2K","4",39698109,39782792,1
"ENSG00000078142","PIK3C3","18",41955234,42087830,1
"ENSG00000078177","N4BP2","4",40056797,40158252,1
"ENSG00000078237","TIGAR","12",4307763,4360028,1
"ENSG00000078246","TULP3","12",2877223,2941138,1
"ENSG00000078269","SYNJ2","6",157981863,158099176,1
"ENSG00000078295","ADCY2","5",7396138,7830081,1
"ENSG00000078304","PPP2R5C","14",101761709,101927989,1
"ENSG00000078319","PMS2P1","7",100328836,100335860,-1
"ENSG00000078328","RBFOX1","16",5239802,7713340,1
"ENSG00000078369","GNB1","1",1785285,1892292,-1
"ENSG00000078399","HOXA9","7",27162438,27175180,-1
"ENSG00000078401","EDN1","6",12290361,12297194,1
"ENSG00000078403","MLLT10","10",21524646,21743630,1
"ENSG00000078487","ZCWPW1","7",100400826,100428992,-1
"ENSG00000078549","ADCYAP1R1","7",31052308,31111474,1
"ENSG00000078579","FGF20","8",16992181,17002345,-1
"ENSG00000078596","ITM2A","X",79360384,79367667,-1
"ENSG00000078618","NRDC","1",51789191,51878805,-1
"ENSG00000078668","VDAC3","8",42391624,42405937,1
"ENSG00000078674","PCM1","8",17922842,18029948,1
"ENSG00000078687","TNRC6C","17",77958703,78108822,1
"ENSG00000078699","CBFA2T2","20",33490075,33650036,1
"ENSG00000078725","BRINP1","9",119153458,119369435,-1
"ENSG00000078747","ITCH","20",34363235,34511773,1
"ENSG00000078804","TP53INP2","20",34704339,34713439,1
"ENSG00000078808","SDF4","1",1216931,1232031,-1
"ENSG00000078814","MYH7B","20",34955810,35002437,1
"ENSG00000078900","TP73","1",3652516,3736201,1
"ENSG00000078902","TOLLIP","11",1274371,1309654,-1
"ENSG00000078967","UBE2D4","7",43926436,43956136,1
"ENSG00000079101","CLUL1","18",596988,650334,1
"ENSG00000079102","RUNX1T1","8",91954972,92103286,-1
"ENSG00000079134","THOC1","18",214520,268050,-1
"ENSG00000079150","FKBP7","2",178463664,178478600,-1
"ENSG00000079156","OSBPL6","2",178194481,178402893,1
"ENSG00000079215","SLC1A3","5",36596588,36688334,1
"ENSG00000079246","XRCC5","2",216107464,216206303,1
"ENSG00000079257","LXN","3",158645822,158672648,-1
"ENSG00000079277","MKNK1","1",46557407,46616843,-1
"ENSG00000079308","TNS1","2",217799588,218033982,-1
"ENSG00000079313","REXO1","19",1815248,1848483,-1
"ENSG00000079332","SAR1A","10",70147289,70170523,-1
"ENSG00000079335","CDC14A","1",100345001,100520277,1
"ENSG00000079337","RAPGEF3","12",47734363,47771040,-1
"ENSG00000079385","CEACAM1","19",42507304,42561234,-1
"ENSG00000079387","SENP1","12",48042897,48106079,-1
"ENSG00000079432","CIC","19",42268537,42295797,1
"ENSG00000079435","LIPE","19",42401514,42427388,-1
"ENSG00000079459","FDFT1","8",11795573,11839304,1
"ENSG00000079462","PAFAH1B3","19",42297033,42303546,-1
"ENSG00000079482","OPHN1","X",67949349,68433913,-1
"ENSG00000079616","KIF22","16",29790727,29805385,1
"ENSG00000079691","CARMIL1","6",25279078,25620530,1
"ENSG00000079739","PGM1","1",63593411,63660245,1
"ENSG00000079785","DDX1","2",15591178,15634346,1
"ENSG00000079805","DNM2","19",10718055,10833488,1
"ENSG00000079819","EPB41L2","6",130839347,131063322,-1
"ENSG00000079841","RIMS1","6",71886550,72403150,1
"ENSG00000079931","MOXD1","6",132296055,132401475,-1
"ENSG00000079950","STX7","6",132445867,132513198,-1
"ENSG00000079974","RABL2B","22",50767501,50783667,-1
"ENSG00000079999","KEAP1","19",10486125,10503558,-1
"ENSG00000080031","PTPRH","19",55181247,55209506,-1
"ENSG00000080166","DCT","13",94436811,94479682,-1
"ENSG00000080189","SLC35C2","20",46345980,46364458,-1
"ENSG00000080200","CRYBG3","3",97822011,97944984,1
"ENSG00000080224","EPHA6","3",96814581,97761532,1
"ENSG00000080298","RFX3","9",3218297,3526004,-1
"ENSG00000080345","RIF1","2",151409883,151508013,1
"ENSG00000080371","RAB21","12",71754863,71800286,1
"ENSG00000080493","SLC4A4","4",71062667,71572087,1
"ENSG00000080503","SMARCA2","9",1980290,2193624,1
"ENSG00000080546","SESN1","6",108984309,109094846,-1
"ENSG00000080561","MID2","X",107825755,107931637,1
"ENSG00000080573","COL5A3","19",9959561,10010504,-1
"ENSG00000080603","SRCAP","16",30698209,30741409,1
"ENSG00000080608","PUM3","9",2720469,2844095,-1
"ENSG00000080644","CHRNA3","15",78593052,78621295,-1
"ENSG00000080709","KCNN2","5",114055926,114496500,1
"ENSG00000080802","CNOT4","7",135361795,135510145,-1
"ENSG00000080815","PSEN1","14",73136418,73223691,1
"ENSG00000080819","CPOX","3",98579446,98593648,-1
"ENSG00000080822","CLDND1","3",98497912,98523066,-1
"ENSG00000080823","MOK","14",102224500,102305190,-1
"ENSG00000080824","HSP90AA1","14",102080742,102139699,-1
"ENSG00000080839","RBL1","20",36996349,37095997,-1
"ENSG00000080845","DLGAP4","20",36306336,36528637,1
"ENSG00000080854","IGSF9B","11",133896438,133956968,-1
"ENSG00000080947","CROCCP3","1",16474396,16491307,-1
"ENSG00000080986","NDC80","18",2571557,2616635,1
"ENSG00000081014","AP4E1","15",50908672,51005895,1
"ENSG00000081019","RSBN1","1",113761832,113812476,-1
"ENSG00000081026","MAGI3","1",113390515,113685923,1
"ENSG00000081041","CXCL2","4",74097040,74099196,-1
"ENSG00000081051","AFP","4",73431138,73456174,1
"ENSG00000081052","COL4A4","2",227002714,227164453,-1
"ENSG00000081059","TCF7","5",134114681,134151865,1
"ENSG00000081087","OSTM1","6",108029245,108165854,-1
"ENSG00000081138","CDH7","18",65750252,65890337,1
"ENSG00000081148","IMPG2","3",101222546,101320575,-1
"ENSG00000081154","PCNP","3",101574180,101594465,1
"ENSG00000081177","EXD2","14",69191498,69244020,1
"ENSG00000081181","ARG2","14",67619920,67651708,1
"ENSG00000081189","MEF2C","5",88717117,88904257,-1
"ENSG00000081307","UBA5","3",132654446,132679794,1
"ENSG00000081320","STK17B","2",196133583,196176503,-1
"ENSG00000081377","CDC14B","9",96490241,96619843,-1
"ENSG00000081386","ZNF510","9",96754553,96778129,-1
"ENSG00000081479","LRP2","2",169127109,169362534,-1
"ENSG00000081665","ZNF506","19",19785839,19821751,-1
"ENSG00000081692","JMJD4","1",227730425,227735411,-1
"ENSG00000081721","DUSP12","1",161749758,161757238,1
"ENSG00000081760","AACS","12",125065434,125143333,1
"ENSG00000081791","DELE1","5",141923855,141942047,1
"ENSG00000081803","CADPS2","7",122318411,122886759,-1
"ENSG00000081818","PCDHB4","5",141121818,141125623,1
"ENSG00000081842","PCDHA6","5",140827958,141012347,1
"ENSG00000081853","PCDHGA2","5",141338760,141512975,1
"ENSG00000081870","HSPB11","1",53916574,53945699,-1
"ENSG00000081913","PHLPP1","18",62715541,62980433,1
"ENSG00000081923","ATP8B1","18",57646426,57803315,-1
"ENSG00000081985","IL12RB2","1",67307364,67398724,1
"ENSG00000082014","SMARCD3","7",151238764,151277896,-1
"ENSG00000082068","WDR70","5",37379285,37753435,1
"ENSG00000082146","STRADB","2",201387858,201480846,1
"ENSG00000082153","BZW1","2",200810594,200827338,1
"ENSG00000082196","C1QTNF3","5",34017858,34043213,-1
"ENSG00000082212","ME2","18",50879080,50954257,1
"ENSG00000082213","C5orf22","5",31532287,31555053,1
"ENSG00000082258","CCNT2","2",134918235,134959342,1
"ENSG00000082269","FAM135A","6",70412941,70561174,1
"ENSG00000082293","COL19A1","6",69866556,70212468,1
"ENSG00000082397","EPB41L3","18",5392381,5630700,-1
"ENSG00000082438","COBLL1","2",164653624,164843679,-1
"ENSG00000082458","DLG3","X",70444835,70505490,1
"ENSG00000082482","KCNK2","1",215005775,215237090,1
"ENSG00000082497","SERTAD4","1",210232796,210246631,1
"ENSG00000082512","TRAF5","1",211326615,211374946,1
"ENSG00000082515","MRPL22","5",154941073,154969411,1
"ENSG00000082516","GEMIN5","5",154887411,154938211,-1
"ENSG00000082556","OPRK1","8",53225724,53251637,-1
"ENSG00000082641","NFE2L1","17",48048329,48061545,1
"ENSG00000082684","SEMA5B","3",122909082,123028605,-1
"ENSG00000082701","GSK3B","3",119821321,120094994,-1
"ENSG00000082781","ITGB5","3",124761948,124901418,-1
"ENSG00000082805","ERC1","12",990509,1495933,1
"ENSG00000082898","XPO1","2",61476032,61538741,-1
"ENSG00000082996","RNF13","3",149812770,149962139,1
"ENSG00000083067","TRPM3","9",70529060,71446904,-1
"ENSG00000083093","PALB2","16",23603160,23641321,-1
"ENSG00000083097","DOP1A","6",83067666,83171350,1
"ENSG00000083099","LYRM2","6",89568144,89638749,-1
"ENSG00000083123","BCKDHB","6",80106647,80346270,1
"ENSG00000083168","KAT6A","8",41929479,42051994,-1
"ENSG00000083223","TUT7","9",86287733,86354454,-1
"ENSG00000083290","ULK2","17",19770829,19867936,-1
"ENSG00000083307","GRHL2","8",101492439,101669726,1
"ENSG00000083312","TNPO1","5",72816312,72916733,1
"ENSG00000083444","PLOD1","1",11934205,11975538,1
"ENSG00000083454","P2RX5","17",3672199,3696240,-1
"ENSG00000083457","ITGAE","17",3714628,3801188,-1
"ENSG00000083520","DIS3","13",72752169,72782096,-1
"ENSG00000083535","PIBF1","13",72782133,73016461,1
"ENSG00000083544","TDRD3","13",60396457,60573878,1
"ENSG00000083635","NUFIP1","13",44939249,44989471,-1
"ENSG00000083642","PDS5B","13",32586452,32778019,1
"ENSG00000083720","OXCT1","5",41730065,41870425,-1
"ENSG00000083750","RRAGB","X",55717749,55758774,1
"ENSG00000083799","CYLD","16",50742050,50801935,1
"ENSG00000083807","SLC27A5","19",58479512,58512413,-1
"ENSG00000083812","ZNF324","19",58467056,58475436,1
"ENSG00000083814","ZNF671","19",57719751,57727624,-1
"ENSG00000083817","ZNF416","19",57571566,57578911,-1
"ENSG00000083828","ZNF586","19",57769655,57819939,1
"ENSG00000083838","ZNF446","19",58474017,58481230,1
"ENSG00000083844","ZNF264","19",57191500,57222846,1
"ENSG00000083845","RPS5","19",58386400,58394806,1
"ENSG00000083857","FAT1","4",186587794,186726722,-1
"ENSG00000083896","YTHDC1","4",68310387,68350090,-1
"ENSG00000083937","CHMP2B","3",87227271,87255556,1
"ENSG00000084070","SMAP2","1",40344850,40423326,1
"ENSG00000084072","PPIE","1",39692182,39763914,1
"ENSG00000084073","ZMPSTE24","1",40258041,40294180,1
"ENSG00000084090","STARD7","2",96184859,96208827,-1
"ENSG00000084092","NOA1","4",56963350,56977606,-1
"ENSG00000084093","REST","4",56907876,56966808,1
"ENSG00000084112","SSH1","12",108778191,108857590,-1
"ENSG00000084207","GSTP1","11",67583742,67586656,1
"ENSG00000084234","APLP2","11",130068147,130144811,1
"ENSG00000084444","FAM234B","12",13044381,13142521,1
"ENSG00000084453","SLCO1A2","12",21264600,21419594,-1
"ENSG00000084463","WBP11","12",14784582,14803486,-1
"ENSG00000084623","EIF3I","1",32221077,32245397,1
"ENSG00000084628","NKAIN1","1",31179745,31239887,-1
"ENSG00000084636","COL16A1","1",31652263,31704319,-1
"ENSG00000084652","TXLNA","1",32179675,32198285,1
"ENSG00000084674","APOB","2",21001429,21044073,-1
"ENSG00000084676","NCOA1","2",24491254,24770702,1
"ENSG00000084693","AGBL5","2",27042364,27070622,1
"ENSG00000084710","EFR3B","2",25042076,25159135,1
"ENSG00000084731","KIF3C","2",25926598,25982749,-1
"ENSG00000084733","RAB10","2",26034084,26137454,1
"ENSG00000084754","HADHA","2",26190635,26244672,-1
"ENSG00000084764","MAPRE3","2",26970637,27027219,1
"ENSG00000084774","CAD","2",27217369,27243943,1
"ENSG00000085063","CD59","11",33703010,33736479,-1
"ENSG00000085117","CD82","11",44564427,44620358,1
"ENSG00000085185","BCORL1","X",129981107,130058071,1
"ENSG00000085224","ATRX","X",77504880,77786233,-1
"ENSG00000085231","AK6","5",69350984,69370013,-1
"ENSG00000085274","MYNN","3",169773396,169789716,1
"ENSG00000085276","MECOM","3",169083499,169663775,-1
"ENSG00000085365","SCAMP1","5",78360611,78480739,1
"ENSG00000085377","PREP","6",105273218,105454062,-1
"ENSG00000085382","HACE1","6",104728094,104859919,-1
"ENSG00000085415","SEH1L","18",12947133,12987536,1
"ENSG00000085433","WDR47","1",108970214,109042113,-1
"ENSG00000085449","WDFY1","2",223855716,223945357,-1
"ENSG00000085465","OVGP1","1",111414319,111427735,-1
"ENSG00000085491","SLC25A24","1",108134043,108200849,-1
"ENSG00000085511","MAP3K4","6",160991727,161117385,1
"ENSG00000085514","PILRA","7",100367530,100400096,1
"ENSG00000085552","IGSF9","1",159927039,159945613,-1
"ENSG00000085644","ZNF213","16",3129777,3142804,1
"ENSG00000085662","AKR1B1","7",134442356,134459284,-1
"ENSG00000085719","CPNE3","8",86514435,86561498,1
"ENSG00000085721","RRN3","16",15060033,15094311,-1
"ENSG00000085733","CTTN","11",70398404,70436584,1
"ENSG00000085741","WNT11","11",76186325,76210736,-1
"ENSG00000085760","MTIF2","2",55236595,55269347,-1
"ENSG00000085788","DDHD2","8",38225218,38275558,1
"ENSG00000085831","TTC39A","1",51287258,51345116,-1
"ENSG00000085832","EPS15","1",51354263,51519328,-1
"ENSG00000085840","ORC1","1",52372829,52404423,-1
"ENSG00000085871","MGST2","4",139665768,139740745,1
"ENSG00000085872","CHERP","19",16517894,16542437,-1
"ENSG00000085978","ATG16L1","2",233210051,233295674,1
"ENSG00000085982","USP40","2",233475526,233566782,-1
"ENSG00000085998","POMGNT1","1",46188683,46220305,-1
"ENSG00000085999","RAD54L","1",46246461,46278480,1
"ENSG00000086015","MAST2","1",45786987,46036122,1
"ENSG00000086061","DNAJA1","9",33025273,33039907,1
"ENSG00000086062","B4GALT1","9",33104082,33167356,-1
"ENSG00000086065","CHMP5","9",33264879,33282070,1
"ENSG00000086102","NFX1","9",33290512,33371157,1
"ENSG00000086189","DIMT1","5",62347284,62403943,-1
"ENSG00000086200","IPO11","5",62403972,62628582,1
"ENSG00000086232","EIF2AK1","7",6022247,6059175,-1
"ENSG00000086289","EPDR1","7",37920640,37951936,1
"ENSG00000086300","SNX10","7",26291862,26374383,1
"ENSG00000086475","SEPHS1","10",13317428,13348298,-1
"ENSG00000086504","MRPL28","16",366969,371289,-1
"ENSG00000086544","ITPKC","19",40717112,40740860,1
"ENSG00000086570","FAT2","5",151504092,151591331,-1
"ENSG00000086589","RBM22","5",150690792,150701077,-1
"ENSG00000086598","TMED2","12",123584533,123598582,1
"ENSG00000086619","ERO1B","1",236214681,236282019,-1
"ENSG00000086666","ZFAND6","15",80059568,80138393,1
"ENSG00000086712","TXLNG","X",16786432,16844519,1
"ENSG00000086717","PPEF1","X",18675909,18827921,1
"ENSG00000086758","HUWE1","X",53532096,53686752,-1
"ENSG00000086827","ZW10","11",113733187,113773735,-1
"ENSG00000086848","ALG9","11",111782195,111871581,-1
"ENSG00000086967","MYBPC2","19",50432892,50466321,1
"ENSG00000086991","NOX4","11",89324353,89498187,-1
"ENSG00000087008","ACOX3","4",8366282,8440723,-1
"ENSG00000087053","MTMR2","11",95821766,95925315,-1
"ENSG00000087074","PPP1R15A","19",48872212,48876059,1
"ENSG00000087076","HSD17B14","19",48813018,48836510,-1
"ENSG00000087077","TRIP6","7",100867387,100873454,1
"ENSG00000087085","ACHE","7",100889994,100896974,-1
"ENSG00000087086","FTL","19",48965309,48966879,1
"ENSG00000087087","SRRT","7",100875103,100888664,1
"ENSG00000087088","BAX","19",48954815,48961798,1
"ENSG00000087095","NLK","17",28041737,28196381,1
"ENSG00000087111","PIGS","17",28553383,28571794,-1
"ENSG00000087116","ADAMTS2","5",179110853,179345461,-1
"ENSG00000087128","TMPRSS11E","4",68447463,68497604,1
"ENSG00000087152","ATXN7L3","17",44191805,44200113,-1
"ENSG00000087157","PGS1","17",78378649,78425114,1
"ENSG00000087191","PSMC5","17",63827152,63832026,1
"ENSG00000087206","UIMC1","5",176905005,177022633,-1
"ENSG00000087245","MMP2","16",55389700,55506691,1
"ENSG00000087253","LPCAT2","16",55509072,55586666,1
"ENSG00000087258","GNAO1","16",56191390,56357444,1
"ENSG00000087263","OGFOD1","16",56451521,56479104,1
"ENSG00000087266","SH3BP2","4",2793071,2841098,1
"ENSG00000087269","NOP14","4",2937933,2963406,-1
"ENSG00000087274","ADD1","4",2843844,2930076,1
"ENSG00000087299","L2HGDH","14",50237563,50312229,-1
"ENSG00000087301","TXNDC16","14",52430596,52552522,-1
"ENSG00000087302","RTRAF","14",51989514,52010694,1
"ENSG00000087303","NID2","14",52004809,52069059,-1
"ENSG00000087338","GMCL1","2",69829660,69881384,1
"ENSG00000087365","SF3B2","11",66050729,66069308,1
"ENSG00000087448","KLHL42","12",27780048,27803040,1
"ENSG00000087460","GNAS","20",58839718,58911192,1
"ENSG00000087470","DNM1L","12",32679200,32745650,1
"ENSG00000087494","PTHLH","12",27958084,27972733,-1
"ENSG00000087495","PHACTR3","20",59577509,59847711,1
"ENSG00000087502","ERGIC2","12",29337352,29381189,-1
"ENSG00000087510","TFAP2C","20",56629306,56639283,1
"ENSG00000087586","AURKA","20",56369389,56392337,-1
"ENSG00000087842","PIR","X",15384799,15493564,-1
"ENSG00000087884","AAMDC","11",77821109,77918432,1
"ENSG00000087903","RFX2","19",5993164,6199572,-1
"ENSG00000087995","METTL2A","17",62423875,62453385,1
"ENSG00000088035","ALG6","1",63367575,63438553,1
"ENSG00000088038","CNOT3","19",54137749,54155681,1
"ENSG00000088179","PTPN4","2",119759922,119984899,1
"ENSG00000088205","DDX18","2",117814691,117832377,1
"ENSG00000088247","KHSRP","19",6413102,6424811,-1
